,name,image,keys,points,calories,summary
536,Banana Nut Pancakes,https://www.skinnytaste.com/wp-content/uploads/2010/09/BANANA-NUT-PANCAKES-19-of-15-260x390.jpg,"['KF', 'MP', 'Q', 'V']",3,146.0,Whole wheat banana nut pancakes taste like banana bread but in pancake form – the perfect breakfast for banana and pancake lovers!
537,"Fun in the Sun at Anna Maria Island, Florida",https://www.skinnytaste.com/wp-content/uploads/2022/04/anna-maria-5-260x390.jpg,[],,,Anna Maria Island is known for its beautiful beach coastline along Florida’s Gulf coast.
538,Air Fryer Steak,https://www.skinnytaste.com/wp-content/uploads/2022/03/Air-Fryer-Steak-6-260x390.jpg,"['AF', 'DF', 'GF', 'HP', 'KF', 'LC', 'Q', 'W']",4,221.0,Make perfect Air Fryer Steak that is seared on the outside and juicy on the inside. Air frying steak is quick and easy with no splatter or mess in the kitchen!
539,Peanut Butter Breakfast Oatmeal Bowl,https://www.skinnytaste.com/wp-content/uploads/2022/03/Peanut-Butter-Breakfast-Oatmeal-Bowl-8-260x390.jpg,"['DF', 'HF', 'KF', 'Q', 'V']",6,389.0,"This Peanut Butter Breakfast Oatmeal Bowl is a healthy breakfast in a bowl.  It’s colorful, loaded with fiber and protein, and sweetened naturally with fruit."
540,Greek Turkey Meatballs,https://www.skinnytaste.com/wp-content/uploads/2010/08/Greek-Turkey-Meatballs-9-260x390.jpg,"['FM', 'GF', 'KF', 'MP', 'Q']",7,254.0,"Greek Turkey Meatballs with grated zucchini are delicious with tzatziki sauce (cucumber yogurt sauce) over rice, with chickpea salad, or as an appetizer. Great for meal prep too!"
541,Blackened Fish with Key Lime Tartar,https://www.skinnytaste.com/wp-content/uploads/2022/03/Blackened-Fish-with-Key-Lime-Tartar-8-260x390.jpg,"['AF', 'GF', 'HP', 'KF', 'Q']",7,374.0,"Blackened Fish with Key Lime Tartar Sauce is ridiculously delicious, inspired by my vacation to the Florida Keys. Bake the fish in the oven or air fryer!"
542,BBQ Chicken Salad,https://www.skinnytaste.com/wp-content/uploads/2015/08/BBQ-Chicken-Salad-6-260x390.jpg,"['GF', 'KF', 'MP', 'Q']",2,241.0,"This delicious BBQ Chicken Salad with Ranch is easy, takes less than 15 minutes to make – the perfect for lunch or a light dinner."
543,Roasted Strawberry Banana Bread,https://www.skinnytaste.com/wp-content/uploads/2013/06/Strawberry-Banana-Bread-6-260x390.jpg,"['KF', 'V']",4,88.0,"This Strawberry Banana Bread recipe is moist and delicious, made with ripe bananas and roasted strawberries, which brings out the sweetness of the berries."
544,Spinach Artichoke Lasagna Roll-ups,https://www.skinnytaste.com/wp-content/uploads/2022/03/Spinach-and-Artichoke-Lasagna-Roll-Ups-10-260x390.jpg,"['FM', 'GF', 'KF', 'MP', 'V']",7,250.0,Go meatless with these tasty Spinach Artichoke Lasagna Roll-ups! They’re much faster to make and bake than a traditional lasagna. They are also great for meal prep and freezing.
545,Ginger Scallion Fish,https://www.skinnytaste.com/wp-content/uploads/2022/03/Ginger-Scallion-Fish-5-260x390.jpg,"['DF', 'GF', 'HP', 'LC', 'Q', 'W']",3,229.0,"Ginger Scallion Fish recipe made with broiled flaky, white fish topped with a flavorful Ginger Scallion Sauce – ready in 15 minutes."
546,Air Fryer Chickpeas,https://www.skinnytaste.com/wp-content/uploads/2022/03/Air-Fryer-Chickpeas-8-260x390.jpg,"['AF', 'DF', 'GF', 'HF', 'KF', 'Q', 'V']",0,196.0,"Crispy Air Fryer Chickpeas are a healthy, high fiber snack or salad topper! So quick and easy to make in the air fryer."
547,Mushroom Risotto,https://www.skinnytaste.com/wp-content/uploads/2009/10/Mushroom-Risotto_1-4-260x390.jpg,"['GF', 'Q', 'V']",11,333.0,Mushroom Risotto is creamy Italian rice dish made with Arborio rice and loaded with mushrooms. A vegetarian dish that is comfort in a bowl!
548,High-Protein Scrambled Eggs with Cottage Cheese,https://www.skinnytaste.com/wp-content/uploads/2022/03/High-Protein-Scrambled-Eggs-9-260x390.jpg,"['HP', 'KF', 'LC', 'Q', 'V']",1,173.0,Add some cottage cheese to your scrambled eggs for an easy high-protein breakfast. The results are fluffy eggs with over 17 grams of protein per serving!
549,Sloppy Joe Recipe,https://www.skinnytaste.com/wp-content/uploads/2010/10/Skinny-Sloppy-Joe_s-9-260x390.jpg,"['DF', 'GF', 'KF', 'MP', 'Q']",4,122.0,"This delicious Sloppy Joe recipe is family-friendly, made with ground beef and some hidden minced veggies – great for those picky eaters!"
550,Tuna Croquettes (Baked or Air Fryer),https://www.skinnytaste.com/wp-content/uploads/2022/03/Tuna-Croquettes-8-260x390.jpg,"['AF', 'DF', 'GF', 'HP', 'KF', 'MP', 'Q']",4,215.0,"Tuna Croquettes are budget-friendly, made with pantry staple canned tuna, potato, and dill that’s breaded and baked in the oven or air fryer."
551,Ground Turkey Taco Skillet,https://www.skinnytaste.com/wp-content/uploads/2022/03/Turkey-Taco-Skillet-6-260x390.jpg,"['GF', 'HF', 'KF', 'Q']",11,503.0,"Ground Turkey Taco Skillet, an easy one-pan weeknight dinner using ground turkey, corn, pinto beans and salsa topped with tortilla chips and cheese."
552,Enchilada Turkey Meatloaf,https://www.skinnytaste.com/wp-content/uploads/2022/03/Enchilada-Turkey-Meatloaf-5-260x390.jpg,"['FM', 'GF', 'HP', 'KF']",6,268.0,"If you love turkey meatloaf and enchiladas, you’ll love this Enchilada Turkey Meatloaf, a fun twist on the weeknight classic."
553,Homemade Italian Turkey Sausage or Chicken Sausage,https://www.skinnytaste.com/wp-content/uploads/2010/01/Homemade-Turkey-Sausage-6-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'LC', 'MP', 'Q', 'W']",5,129.4,"Although you can usually find Italian Turkey Sausage or Chicken Sausage in most supermarkets, after many requests I created this homemade version."
554,Escarole and Chickpea Soup with Garlic Toast,https://www.skinnytaste.com/wp-content/uploads/2022/02/Garlicky-Escarole-and-Chickpea-Soup-with-Garlic-Toast-5-260x390.jpg,"['FM', 'HF', 'Q', 'V']",3,222.0,"If you’re looking for a healthy and filling vegetarian soup that’s quick, cheap and easy, this Escarole and Chickpea Soup is it."
555,Cajun Fried Rice,https://www.skinnytaste.com/wp-content/uploads/2022/02/Cajun-Fried-Rice-7-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'Q']",10,501.0,"Cajun Fried Rice is a fun take on fried rice with all the familiar comforts of the classic takeout dish, plus the addictive flavors of Cajun cuisine."
556,Peanut Butter Oatmeal Protein Cookies,https://www.skinnytaste.com/wp-content/uploads/2022/02/Peanut-Butter-Banana-Oat-Breakfast-Cookies-8-1-260x390.jpg,"['FM', 'GF', 'HP', 'HF', 'KF', 'V']",7,304.0,"These healthy, Peanut Butter Oatmeal Protein Cookies are made with bananas, oats and chocolate chips PLUS protein powder, peanut butter and egg added for protein."
557,Meal Prep Breakfast Taco Scramble,https://www.skinnytaste.com/wp-content/uploads/2018/02/meal-prep-breakfast-taco-1-2-260x390.jpg,"['FM', 'GF', 'KF', 'MP', 'W']",5,450.0,"A healthy Meal Prep Breakfast Taco Scramble, made with potatoes, turkey taco meat, scrambled eggs and salsa (cheese is optional!), perfect to make ahead for breakfast for the week!"
558,Easiest Salsa Verde Chicken (Slow cooker or Instant Pot),https://www.skinnytaste.com/wp-content/uploads/2013/04/Crockpot-Salsa-Verde-Chicken-5-260x390.jpg,"['FM', 'GF', 'HP', 'KF', 'LC', 'PC', 'SC', 'W']",0,167.0,"This is the easiest Salsa Verde Chicken recipe made in the slow cooker or Instant Pot, perfect for tacos, tostadas, bowls, and more!"
559,Lobster Bisque,https://www.skinnytaste.com/wp-content/uploads/2022/02/Healthy-Lobster-Bisque-9-260x390.jpg,"['FM', 'GF', 'KF']",5,203.0,"If you love lobster bisque, you’ll love this lighter, healthier version made with no cream, it’s creamy from pureeing the vegetable base."
560,Brothy Lima Beans and Greens (Stove or Instant Pot),https://www.skinnytaste.com/wp-content/uploads/2022/02/Brothy-Beans-and-Greens-7-260x390.jpg,"['DF', 'GF', 'HF', 'MP', 'PC']",2,299.0,"Somewhere between a thick stew and soup, these Brothy Lima Beans and Greens are hearty comfort food and budget friendly. Stove and Instant Pot."
561,Food Cart-Style Chicken Salad with White Sauce,https://www.skinnytaste.com/wp-content/uploads/2019/01/Street-Cart-Style-Chicken-Salad-with-White-Sauce-8-260x390.jpg,"['GF', 'KF', 'LC', 'MP']",8,345.0,Halal Food Cart inspired chicken made with boneless chicken thighs served over a big salad of lettuce and tomatoes drizzled with a yummy white sauce.
562,Chicken Breast with Hot Cherry Peppers,https://www.skinnytaste.com/wp-content/uploads/2022/02/Chicken-with-Hot-Cherry-Peppers-3-260x390.jpg,"['DF', 'HP', 'Q']",3,347.0,This spicy chicken breast recipe gets its heat from the Hot Cherry Peppers that cook in garlic white wine sauce.
563,3-Ingredient Strawberries Romanoff,https://www.skinnytaste.com/wp-content/uploads/2019/04/Skinny-Strawberries-Romanoff-7-260x390.jpg,"['GF', 'KF', 'LC', 'Q', 'V']",3,79.0,"Strawberries Romanoff is a quick and easy, no-bake 3-ingredient dessert, delicious and perfect for any night of the week!"
564,Air Fryer Baked Sweet Potato,https://www.skinnytaste.com/wp-content/uploads/2022/02/Air-Fryer-Baked-Sweet-Potato-5-260x390.jpg,"['AF', 'DF', 'GF', 'HF', 'KF', 'MP', 'V', 'W']",4,146.0,Make a perfectly air fryer baked sweet potato cooked in less time than it would in the oven – fluffy in the center with crisp skin!
565,Roasted Sweet Potato Black Bean Bowls,https://www.skinnytaste.com/wp-content/uploads/2022/02/Roasted-Sweet-Potato-and-Chipotle-Black-Bean-Bowls-8-2-260x390.jpg,"['DF', 'GF', 'HF', 'MP', 'V']",11,585.0,"These Roasted Sweet Potato Black Bean Bowls with Cream Chipotle Sauce are a delicious plant based meal, also great for vegetarian meal prep."
566,Crock Pot Italian Sloppy Joes,https://www.skinnytaste.com/wp-content/uploads/2013/01/Crockpot-Italian-Sloppy-Joe-7-260x390.jpg,"['GF', 'KF', 'SC']",10,361.0,"Crock Pot Italian Sloppy Joes made with Italian chicken or turkey sausage, tomatoes, peppers and onions made in the slow cooker for an easy weeknight meal."
567,Mini Bell Pepper Loaded Turkey “Nachos”,https://www.skinnytaste.com/wp-content/uploads/2017/02/Mini-Bell-Pepper-Loaded-Turkey-“Nachos-1-3-260x390.jpg,"['GF', 'LC', 'Q']",6,187.0,"Loaded turkey mini bell pepper nachos – game changer!! These low-carb nachos are loaded with turkey taco meat, cheese and all your favorite nacho toppings!"
568,Spinach and Bacon Stuffed Mushrooms,https://www.skinnytaste.com/wp-content/uploads/2012/01/skinny-spinach-and-bacon-stuffed-mushrooms-260x390.jpg,['GF'],1,34.5,"The stuffing is so good, I could eat it by the spoonful! More mushroom appetizers you might also like Philly Cheesesteak Stuffed Mushrooms, Mushroom Ceviche or Lasagna Stuffed Mushrooms."
569,Air Fryer Buffalo Chicken Nuggets,https://www.skinnytaste.com/wp-content/uploads/2022/01/Air-Fryer-Buffalo-Chicken-Nuggets-9-260x390.jpg,"['AF', 'DF', 'GF', 'HP', 'KF', 'Q']",2,180.0,"Crispy, spicy Air Fryer Buffalo Chicken Nuggets are perfect for the big game or enjoy them for lunch, or dinner."
570,Cream Cheese-Filled Almond Flour Banana Muffins (Gluten-Free),https://www.skinnytaste.com/wp-content/uploads/2022/01/Almond-Flour-Banana-Cream-Cheese-Muffins-8-260x390.jpg,"['GF', 'KF', 'V']",5,149.0,"If you love banana bread, you love these grain free Cream Cheese-Filled Almond Flour Banana Muffins for a delicious gluten-free breakfast."
571,Jalapeno Poppers,https://www.skinnytaste.com/wp-content/uploads/2011/01/Skinny-Baked-Jalapeno-Poppers-4-260x390.jpg,"['LC', 'V']",1,52.0,"With football season approaching, these lightened-up, baked Jalapeno Poppers will make the perfect party appetizer or snack. Spicy and delicious!"
572,Jalapeno Popper “Nachos”,https://www.skinnytaste.com/wp-content/uploads/2019/01/Jalapeno-Popper-Nachos-7-260x390.jpg,"['GF', 'LC']",3,111.0,"Jalapeno Poppers meet Nachos in this fun, low-carb twist on two classic appetizers, perfect for sharing with your friends this SUPERBOWL!"
573,Pepperoni Pizza Bites,https://www.skinnytaste.com/wp-content/uploads/2022/01/Pepperoni-Pizza-Bites-8-260x390.jpg,['KF'],7,286.0,"Pepperoni Pizza Bites are like those frozen mini bagel pizzas, only made from scratch in a muffin tin using my Greek yogurt bagel dough."
574,Crustless Potato Jalapeño Quiche,https://www.skinnytaste.com/wp-content/uploads/2022/01/Potato-Jalapeño-Pepper-Jack-Crustless-Quiche-6-260x390.jpg,"['GF', 'MP', 'V']",5,207.0,"This Tex-Mex-inspired Crustless Potato Jalapeño Quiche is filled with potatoes, onions, jalapeños, and pepper jack cheese."
575,Perfect Baked Potato,https://www.skinnytaste.com/wp-content/uploads/2022/01/Perfect-Baked-Potato-8-1-260x390.jpg,"['DF', 'GF', 'V']",4,157.0,"This perfect baked potato recipe is simple to prepare in the oven, with crispy skin and fluffy interiors. Just add your favorite toppings and enjoy!"
576,Pollo Guisado (Latin Chicken Stew with Olives),https://www.skinnytaste.com/wp-content/uploads/2022/01/Latin-Chicken-Stew-with-Olives-8-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'LC']",5,344.0,"Pollo Guisado or Latin Chicken Stew is a hearty braised chicken stew popular in Caribbean, Central and South American cuisines, with loads of flavor and so easy to make!"
577,Instant Pot Salsa Chicken,https://www.skinnytaste.com/wp-content/uploads/2016/01/InstantPoteasyshreddedsalsachicken-4-260x390.jpg,"['DF', 'FM', 'GF', 'KF', 'LC', 'PC', 'Q', 'W']",0,125.0,"Instant Pot salsa chicken is the easiest Instant Pot recipe ever! All you need is two ingredients: salsa and chicken breasts. Make flavorful and juicy pressure cooker shredded chicken to use in tacos, rice bowls, enchiladas, and more."
578,Instant Pot Mashed Potatoes,https://www.skinnytaste.com/wp-content/uploads/2018/01/Instant-Pot-Mashed-Potatoes-1-5-260x390.jpg,"['GF', 'KF', 'PC', 'Q', 'V']",6,142.0,"Rich and creamy Instant Pot mashed potatoes are easy to make in a fraction of the time it takes on the stovetop! These fluffy and flavorful mashed potatoes are ready in 20 minutes, perfect to serve as a healthy vegetable side."
579,Chicken Piccata,https://www.skinnytaste.com/wp-content/uploads/2022/01/Chicken-Piccata-8-260x390.jpg,"['AF', 'GF', 'KF', 'Q']",4,262.0,Chicken Piccata is an Italian dish of pounded chicken breast in a lemon-wine-butter sauce with capers and parsley. Make it in the skillet or air fryer!
580,Colombian Chicken Sancocho (Sancocho de Pollo),https://www.skinnytaste.com/wp-content/uploads/2008/11/chicken-sancocho-10-260x390.jpg,"['DF', 'FM', 'GF', 'HF', 'KF']",10,405.0,"Sancocho de Pollo, a hearty soup almost like a stew, is a traditional dish in the Antioquia region of Colombia that combines potatoes, yuca, corn, plantains, and chicken."
581,Mushroom-Spinach Scrambled Eggs,https://www.skinnytaste.com/wp-content/uploads/2022/01/Mushroom-Spinach-Scrambled-Eggs-6-260x390.jpg,"['DF', 'GF', 'HP', 'KF', 'LC', 'Q', 'V', 'W']",2,271.0,"Mushroom-Spinach Scrambled Eggs is one of my go-to quick and easy vegetarian, high-protein breakfast recipes."
582,Asian Salmon Bowl,https://www.skinnytaste.com/wp-content/uploads/2015/01/SalmonBowl-0013-s-260x390.jpg,"['DF', 'GF', 'HF', 'Q']",7,395.0,"This Asian Salmon Bowl is my new addiction!! Served over brown rice topped with cucumbers, avocado and drizzled with a soy-wasabi vinaigrette – SO good!"
583,Tuna Egg Salad,https://www.skinnytaste.com/wp-content/uploads/2021/11/Tuna-Egg-Salad-2-260x390.jpg,"['DF', 'GF', 'LC', 'MP', 'Q', 'W']",3,316.0,Tuna Egg Salad is my go-to high-protein lunch when I need something quick – it takes about 15 minutes to make and can be meal prepped ahead.
584,Spaghetti Squash Crust Pizza,https://www.skinnytaste.com/wp-content/uploads/2022/01/Spaghetti-Squash-Pizza-Crust-9-260x390.jpg,"['GF', 'HF', 'KF', 'LC', 'V']",9,303.0,This low-carb Spaghetti Squash Crust Pizza is the only way I can get my husband to eat spaghetti squash – it’s that delicious!
585,Taco Salad (Perfect for Meal Prep),https://www.skinnytaste.com/wp-content/uploads/2018/12/Taco-Salad-1-260x390.jpg,"['GF', 'LC', 'MP', 'Q']",9,313.0,"This delicious Taco Salad is perfect for a light, low-carb dinner or to make ahead for lunch for the week!"
586,Top 25 Most Popular Skinnytaste Recipes of 2021,https://www.skinnytaste.com/wp-content/uploads/2021/12/TOP-2021-260x390.jpg,[],,,"A list of the most popular recipes from 2021, see if your favorite made the list!"
587,Healthy 3-Ingredient Banana Oatmeal Cookies,https://www.skinnytaste.com/wp-content/uploads/2013/02/Healthy-Cookies-9-260x390.jpg,"['DF', 'GF', 'KF', 'Q', 'V']",2,93.0,"These Healthy 3-Ingredient Banana Oatmeal Cookies are so easy, perfect for using up those rip bananas sitting on your counter!!"
588,"Black-Eyed Peas with Leftover Ham, Collard Greens and Cabbage",https://www.skinnytaste.com/wp-content/uploads/2021/12/Black-Eyed-Peas-with-Leftover-Ham-Bone-Collard-Greens-and-Cabbage-7-260x390.jpg,"['DF', 'HF']",2,320.0,"Black-Eyed Peas with Leftover Ham, Collard Greens & Cabbage is a great stew to ring in the new year!!"
589,Sausage and Broccoli Rabe Egg Rolls (Air Fryer or Oven),https://www.skinnytaste.com/wp-content/uploads/2021/12/Sausage-and-Broccoli-Rabe-Egg-Rolls-1-4-260x390.jpg,"['AF', 'KF', 'Q']",2,136.0,These Italian inspired Chicken Sausage and Broccoli Rabe Egg Rolls make a delicious appetizer for the holidays! Make them in the air fryer or bake them in the oven.
590,Chilled Calamari Salad with Lemon and Parsley,https://www.skinnytaste.com/wp-content/uploads/2011/06/Chilled-Calamari-Salad-5-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'W']",2,122.0,"A light refreshing calamari salad made with squid, fresh lemon, celery, red onion, roasted peppers, garlic and parsley."
591,Drunken Mussels,https://www.skinnytaste.com/wp-content/uploads/2021/12/Drunken-Mussels-7-260x390.jpg,"['DF', 'HP', 'KF', 'LC', 'Q']",4,307.0,"These Drunken Mussels cook in a quick and easy, garlicky white wine-broth sauce with anchovies for ultimate flavor."
592,Baked Oatmeal with Blueberries and Bananas,https://www.skinnytaste.com/wp-content/uploads/2012/01/Baked-Oatmeal-with-Blueberries-and-Bananas-8-260x390.jpg,"['GF', 'KF', 'V']",6,211.0,"This is the BEST Baked Oatmeal recipe with Blueberries and Bananas. It’s perfect to serve guests for breakfast, brunch, or make it ahead for the week for easy meal prep!"
593,Scallops over Wilted Spinach Parmesan Risotto,https://www.skinnytaste.com/wp-content/uploads/2009/05/Scallops-Over-Wilted-Spinach-Parmesan-Risotto_1-3-260x390.jpg,['GF'],12,481.0,This scallop risotto with wilted spinach is easy enough for a weeknight dinner or perfect for a special occasion.
594,Paprika Smashed Potatoes,https://www.skinnytaste.com/wp-content/uploads/2021/11/Paprika-Smashed-Potatoes-9-260x390.jpg,"['DF', 'GF', 'KF', 'V', 'W']",2,135.0,"These smashed potatoes, seasoned with paprika, garlic powder, and black pepper, are tender on the inside and crisp on the outside – a delicious side dish for any meal."
595,Garlic Shrimp,https://www.skinnytaste.com/wp-content/uploads/2010/01/Garlic-Shrimp-4-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'W']",2,154.0,"This simple Garlic Shrimp recipe, inspired by the flavors of Spain takes just minutes to make and it’s so flavorful, a weeknight dinner win!"
596,Spaghetti Squash Sausage Lasagna Boats,https://www.skinnytaste.com/wp-content/uploads/2015/12/Spaghetti-Squash-Sausage-Lasagna-Boats-6-260x390.jpg,"['GF', 'LC']",8,246.0,"Spaghetti Squash Lasagna Boats starts with roasted spaghetti squash filled with chicken sausage, tomato sauce, ricotta, Parmesan, and mozzarella cheese."
597,Waffled Vegetable Latkes,https://www.skinnytaste.com/wp-content/uploads/2017/12/Veggie-Latkes-1-12-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'Q', 'V']",4,205.0,"These Vegetable Latkes, are not your traditional latkes, they’re made with shredded potatoes and a mix of carrots, zucchini and bell pepper, PLUS they’re cooked in a waffle iron so there’s no need to fry!"
598,Skinnytaste Air Fryer Dinners Cookbook: Free Bonus Pack 3 Exclusive Recipes,https://www.skinnytaste.com/wp-content/uploads/2021/11/Screen-Shot-2021-11-28-at-10.52.38-AM-260x390.png,['AF'],,,I’m beyond exciting that in just a few days my new cookbook Skinnytaste Air Fryer Dinners will finally be hitting bookstores!!
599,Leftover Turkey Harvest Cobb Salad,https://www.skinnytaste.com/wp-content/uploads/2016/11/Leftover-Turkey-Harvest-Cobb-Salad-260x390.jpg,"['GF', 'HF', 'Q']",11,466.0,Did you eat too much stuffing and pumpkin pie this Thanksgiving? Here’s a wonderful Fall cobb salad to use up any of that leftover turkey if you’re looking for a meal that will be filling yet light.
600,Herb and Salt-Rubbed Dry Brine Turkey,https://www.skinnytaste.com/wp-content/uploads/2019/11/dry-brine-turkey-9-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'W']",0,225.0,"This Herb and Salt-Rubbed Dry Brined Turkey comes out so moist and flavorful, with crispy golden skin and juicy tender meat."
601,"Baked Pumpkin Pasta with Pancetta, Gruyere, Kale, and White Beans",https://www.skinnytaste.com/wp-content/uploads/2021/11/Pumpkin-Pasta-with-Kale-12-260x390.jpg,"['GF', 'HF']",10,473.0,"This Baked Pumpkin Pasta is made with pancetta, kale, and white beans and topped with gruyere and panko crumbs."
602,Stuffing Recipe,https://www.skinnytaste.com/wp-content/uploads/2021/11/Stuffing-Recipe-6-260x390.jpg,[],4,161.0,"This is the best Thanksgiving stuffing recipe, it’s my Moms recipe and the one thing I crave every year, even more than the turkey!"
603,Makeover Spinach Gratin,https://www.skinnytaste.com/wp-content/uploads/2017/11/Makeover-Spinach-Gratin-10-260x390.jpg,"['GF', 'KF', 'LC', 'V']",4,111.0,"This easy makeover Spinach Gratin is creamy and decadent, with a hint of nutmeg baked in the oven topped with melted Gruyere cheese for a must at your Holiday table!"
604,Roasted Green Beans with Caramelized Onions,https://www.skinnytaste.com/wp-content/uploads/2021/11/Green-Beans-with-Caramelized-Onions-6-260x390.jpg,"['DF', 'GF', 'HF', 'V', 'W']",1,102.0,This simple side dish of Roasted Green Beans with Caramelized Onions pairs wonderfully with Thanksgiving turkey or roasted chicken.
605,Turkey Pot Pie with Sweet Potato Topping,https://www.skinnytaste.com/wp-content/uploads/2021/11/Turkey-Mashed-Potato-Pot-Pie-9-260x390.jpg,"['GF', 'HF', 'KF']",5,337.0,This Turkey Pot Pie with Sweet Potato Topping screams comfort food! A delicious way to use up your Thanksgiving leftovers.
606,Shredded Brussels Sprouts with Pancetta,https://www.skinnytaste.com/wp-content/uploads/2011/11/shredded-brussels-sprouts-with-pancetta-1-5-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q']",2,87.0,
607,Chicken and Broccoli Noodle Casserole,https://www.skinnytaste.com/wp-content/uploads/2012/02/Chicken-and-Broccoli-Noodle-Casserole-8-260x390.jpg,['KF'],8,313.0,Chicken and Broccoli Noodle Casserole is a family-friendly dish perfect for weeknight dinners or any night of the week!
608,Baked Brie Phyllo Tarts with Craisins and Walnuts,https://www.skinnytaste.com/wp-content/uploads/2012/11/Baked-Brie-Phyllo-Cups-with-Craisins-and-Walnuts-7-260x390.jpg,"['Q', 'V']",2,60.0,"Easy 5-ingredient mini baked brie phyllo tarts topped with craisins, walnuts and honey. Delicious bite-sized appetizers, perfect for the Holidays!"
609,Peanut Butter and Jelly Smoothie,https://www.skinnytaste.com/wp-content/uploads/2013/11/PB-2B-J-Smoothie-260x390.jpg,"['DF', 'FM', 'GF', 'HF', 'KF', 'Q', 'V']",7,222.0,"This healthy Peanut Butter and Jelly Smoothie is made with strawberries, blueberries, peanut butter, and almond milk – and it’s my favorite smoothie!"
610,Arugula Salmon Salad with Capers and Shaved Parmesan,https://www.skinnytaste.com/wp-content/uploads/2012/05/Arugula-Salmon-Salad-with-Capers-and-Shaved-Parmesan-260x377.jpg,"['GF', 'LC', 'Q']",2,288.0,"Whenever I make salmon for dinner, I usually cook an extra piece for lunch just to make this arugula salmon salad with capers and shaved Parmesan – so good and loaded with good fats and omegas!"
611,Chicken Cassoulet with Sausage and Swiss Chard,https://www.skinnytaste.com/wp-content/uploads/2021/11/Chicken-Sausage-Swiss-Chard-Cassoulet-6-260x390.jpg,"['DF', 'FM', 'GF', 'HF']",8,417.0,Chicken Cassoulet with Sausage and Swiss Chard is a hearty meat and white bean stew made lighter than the classic.
612,"Quick Beef Chili Recipe (Stove, Slow Cooker or Instant Pot)",https://www.skinnytaste.com/wp-content/uploads/2017/10/Instant-Pot-Beef-and-Beer-Chili-1-10-260x390.jpg,"['DF', 'FM', 'GF', 'HF', 'KF', 'MP', 'PC', 'SC', 'Q']",5,312.0,"Made with both ground beef and beans, plus canned tomatoes and tomato sauce, and a homemade blend of chili seasonings, this is truly the Best Chili Recipe! Hearty, filling, and ready in under an hour, you can make this easy beef chili in the slow cooker or Instant Pot or on the stovetop."
613,Roasted Acorn Squash with Brown Sugar,https://www.skinnytaste.com/wp-content/uploads/2017/10/Roasted-Acorn-Squash-with-Brown-Sugar-6-260x390.jpg,"['DF', 'GF', 'V']",7,143.0,"Roasted acorn squash with brown sugar, butter, and cinnamon is so simple to prepare. It’s the perfect fall side dish or Thanksgiving side."
614,Drunken Noodles,https://www.skinnytaste.com/wp-content/uploads/2021/10/Drunken-Style-Noodles-with-Shrimp-9-260x390.jpg,"['DF', 'GF', 'HP']",9,487.0,"Spicy, savory, and slightly sweet, these Drunken Noodles with Shrimp are inspired by the popular Thai street food pad kee mao."
615,Turkey Cutlets with Parmesan Crust,https://www.skinnytaste.com/wp-content/uploads/2015/11/Turkey-Cutlets-with-Parmesan-Crust-8-260x390.jpg,"['KF', 'Q']",3,196.0,"These golden, crisp Turkey Cutlets with Parmesan Crust, pan-fried or air-fried, are a quick weeknight dish the whole family will love!"
616,Huevos Rancheros,https://www.skinnytaste.com/wp-content/uploads/2021/10/Huevos-Rancheros-8-260x390.jpg,"['GF', 'HF', 'Q', 'V']",5,414.0,"Huevos rancheros (or rancher’s eggs) are a typical breakfast served at Mexican farms, featuring corn tortillas topped with fried eggs and salsa."
617,Butternut Squash Ravioli with Sage Butter,https://www.skinnytaste.com/wp-content/uploads/2021/10/Butternut-Squash-Ravioli-with-Sage-Butter-9-260x390.jpg,['V'],9,355.0,"An easy butternut squash ravioli recipe made with wonton wrappers – the perfect shortcut instead of making your own pasta. They are delicate and light, perfect in a sage butter sauce."
618,Easy Black Bean Vegetarian Chili with Spiced Yogurt,https://www.skinnytaste.com/wp-content/uploads/2021/09/Easy-Black-Bean-Vegetarian-Chili-20-260x390.jpg,"['GF', 'HF', 'KF', 'Q', 'V']",2,264.0,This Easy Black Bean Vegetarian Chili topped with Spiced Yogurt takes about 20 minutes to cook but tastes like it simmered for hours.
619,Air Fryer Chicken Milanese with Mediterranean Salad,https://www.skinnytaste.com/wp-content/uploads/2021/09/Air-Fryer-Chicken-Milanese-8-260x390.jpg,"['AF', 'GF', 'HP', 'Q']",10,562.0,"This crispy Air Fryer Breaded Chicken Breast is topped with a Mediterranean Salad of tomatoes, red onion, romaine lettuce, and grated Feta cheese – so good!"
620,Salisbury Steak with Mushroom Gravy,https://www.skinnytaste.com/wp-content/uploads/2012/01/Skinny-Salisbury-Steak-with-Mushrooms-6-260x390.jpg,"['DF', 'FM', 'KF', 'LC', 'Q']",6,247.0,This classic Salisbury Steak recipe is smothered in mushroom gravy and ready in under 30 minutes!
